item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count
IKEA00387,IVAR,Sofa,44969,Space-saving furniture with easy assembly.,Monika Mulder,86,137,124,"White, Beige, Grey",False,3.5,415
IKEA00388,EKET,Bookshelf,23470,Affordable and stylish furniture for everyday use.,Ola Wihlborg,32,138,64,"Grey, Oak, Black",True,3.6,453
IKEA00389,MICKE,Bookshelf,17394,Compact furniture suitable for small apartments.,IKEA Design Team,20,177,163,"Black, Grey, White",False,4.3,357
IKEA00390,TROFAST,Wardrobe,27293,Durable furniture with practical storage space.,IKEA Design Team,39,139,196,"Grey, Brown, Green",False,4.1,318
IKEA00391,LACK,Dining Furniture,26546,Simple design with clean Scandinavian lines.,Jon Karlsson,72,171,172,"Green, Black, Brown",False,3.5,162
IKEA00392,POANG,Wardrobe,46734,Minimalist design suitable for modern homes.,Jon Karlsson,35,88,144,"Brown, White, Black",False,4.6,415
IKEA00393,MICKE,TV Unit,46181,Space-saving furniture with easy assembly.,IKEA Design Team,40,129,192,"White, Blue, Green",True,3.9,312
IKEA00394,PAX,Chair,4698,Durable furniture with practical storage space.,Jon Karlsson,67,50,185,"White, Beige, Oak",False,4.2,271
IKEA00395,LACK,TV Unit,4264,Simple design with clean Scandinavian lines.,Jon Karlsson,83,142,32,"Oak, Blue, Beige",True,3.4,406
IKEA00396,POANG,Cabinet,34303,Space-saving furniture with easy assembly.,Jon Karlsson,98,73,39,"Beige, Black, Green",True,5.0,49
IKEA00397,LACK,Bookshelf,23641,Space-saving furniture with easy assembly.,Monika Mulder,71,180,81,"White, Beige, Blue",True,4.8,286
IKEA00398,LACK,Cabinet,38702,Durable furniture with practical storage space.,Henrik Preutz,55,87,185,"Oak, Green, Blue",True,3.5,213
IKEA00399,MICKE,Chair,37109,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,57,117,59,"Grey, Green, Blue",True,4.4,499
IKEA00400,PAX,TV Unit,32194,Simple design with clean Scandinavian lines.,Jon Karlsson,63,147,147,"White, Oak, Green",True,3.1,329
IKEA00401,TROFAST,Desk,44861,Space-saving furniture with easy assembly.,Jon Karlsson,60,135,120,"White, Beige, Brown",True,3.6,209
IKEA00402,ALEX,Wardrobe,5481,Affordable and stylish furniture for everyday use.,Jon Karlsson,80,110,120,"Oak, Grey, Brown",True,4.9,354
IKEA00403,HEMNES,Storage,48806,Compact furniture suitable for small apartments.,Jon Karlsson,50,97,82,"Oak, Black, Blue",True,3.3,59
IKEA00404,BILLY,Chair,44789,Space-saving furniture with easy assembly.,Monika Mulder,98,31,168,"White, Blue, Oak",True,4.2,257
IKEA00405,POANG,Bed,32664,Compact furniture suitable for small apartments.,Ola Wihlborg,55,131,86,"Brown, White, Grey",False,4.0,281
IKEA00406,KALLAX,Cabinet,23258,Minimalist design suitable for modern homes.,Jon Karlsson,78,60,162,"Green, Brown, Beige",True,3.0,112
IKEA00407,PAX,TV Unit,7101,Durable furniture with practical storage space.,Henrik Preutz,98,96,77,"Grey, Black, Brown",False,4.9,180
IKEA00408,BESTA,Table,33186,Minimalist design suitable for modern homes.,Jon Karlsson,73,209,125,"Beige, Blue, Oak",True,3.9,297
IKEA00409,MALM,TV Unit,45457,Compact furniture suitable for small apartments.,IKEA Design Team,54,90,172,"Blue, Green, Oak",True,3.3,496
IKEA00410,BRIMNES,Table,31496,Simple design with clean Scandinavian lines.,IKEA Design Team,42,137,157,"Brown, Blue, Beige",True,4.6,158
IKEA00411,LACK,Cabinet,37712,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,32,206,71,"White, Black, Brown",False,4.7,54
IKEA00412,EKET,Wardrobe,17523,Durable furniture with practical storage space.,Henrik Preutz,91,172,95,"Beige, White, Oak",True,3.7,352
IKEA00413,POANG,Desk,38303,Affordable and stylish furniture for everyday use.,Ola Wihlborg,42,102,120,"Beige, Green, Grey",False,4.5,233
IKEA00414,BILLY,Bookshelf,40716,Durable furniture with practical storage space.,Monika Mulder,100,67,72,"Beige, Oak, Green",False,4.7,41
IKEA00415,BILLY,Table,23018,Compact furniture suitable for small apartments.,Henrik Preutz,60,197,104,"Grey, Green, Beige",False,3.5,232
IKEA00416,TROFAST,Wardrobe,49513,Affordable and stylish furniture for everyday use.,Ola Wihlborg,77,135,72,"Brown, Blue, White",True,4.5,343
IKEA00417,LACK,Chair,14299,Compact furniture suitable for small apartments.,Monika Mulder,33,54,46,"Green, Grey, White",True,4.5,273
IKEA00418,TROFAST,Chair,7310,Durable furniture with practical storage space.,Ola Wihlborg,39,51,197,"Blue, Brown, Black",True,4.5,231
IKEA00419,ALEX,Table,9102,Affordable and stylish furniture for everyday use.,Jon Karlsson,23,38,199,"Beige, Blue, Brown",False,3.9,450
IKEA00420,MICKE,Bed,36448,Minimalist design suitable for modern homes.,Jon Karlsson,89,75,181,"Green, Beige, Blue",False,4.0,332
IKEA00421,MICKE,Bed,23251,Minimalist design suitable for modern homes.,Ola Wihlborg,49,52,143,"Grey, Brown, Oak",True,3.3,10
IKEA00422,KALLAX,Cabinet,9431,Durable furniture with practical storage space.,Henrik Preutz,80,166,32,"Green, Blue, Oak",True,3.0,225
IKEA00423,TROFAST,Bed,39624,Compact furniture suitable for small apartments.,IKEA Design Team,90,125,78,"Blue, Grey, Oak",False,3.5,371
IKEA00424,BRIMNES,Dining Furniture,26039,Simple design with clean Scandinavian lines.,Monika Mulder,48,97,50,"Blue, Beige, Black",True,3.6,385
IKEA00425,MICKE,Bed,27559,Compact furniture suitable for small apartments.,IKEA Design Team,43,64,104,"Black, Beige, Oak",False,3.5,323
IKEA00426,EKET,Desk,21512,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,26,166,35,"Brown, White, Green",True,3.3,229
IKEA00427,BRIMNES,Sofa,15756,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,21,156,85,"Beige, Oak, Brown",False,5.0,242
IKEA00428,BRIMNES,Sofa,22142,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,27,98,130,"Black, Grey, Oak",True,3.4,435
IKEA00429,LACK,Bookshelf,1325,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,69,143,93,"White, Black, Oak",True,4.0,111
IKEA00430,EKET,Bookshelf,45158,Durable furniture with practical storage space.,Henrik Preutz,40,191,40,"Black, Brown, Oak",True,3.4,459
IKEA00431,KALLAX,Dining Furniture,14771,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,75,113,33,"Brown, Blue, Green",True,3.8,129
IKEA00432,KALLAX,Sofa,38580,Simple design with clean Scandinavian lines.,Monika Mulder,96,69,125,"Black, Green, Blue",False,3.2,321
IKEA00433,BESTA,Dining Furniture,4434,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,39,209,167,"Black, Green, Oak",True,3.6,290
IKEA00434,TROFAST,Dining Furniture,23260,Simple design with clean Scandinavian lines.,Monika Mulder,44,35,126,"Beige, Green, Black",True,4.8,253
IKEA00435,BRIMNES,Storage,37135,Durable furniture with practical storage space.,Ola Wihlborg,82,78,175,"Brown, Grey, Green",True,4.5,145
IKEA00436,IVAR,TV Unit,36840,Compact furniture suitable for small apartments.,IKEA Design Team,87,69,145,"Grey, Blue, Brown",True,3.9,402
IKEA00437,ALEX,Cabinet,25339,Space-saving furniture with easy assembly.,Jon Karlsson,22,188,123,"Oak, Brown, Beige",True,4.3,280
IKEA00438,IVAR,Bookshelf,12942,Affordable and stylish furniture for everyday use.,Monika Mulder,90,69,186,"Grey, Brown, Oak",True,3.2,272
IKEA00439,ALEX,Chair,3367,Simple design with clean Scandinavian lines.,Jon Karlsson,42,38,81,"Black, Oak, Green",True,3.1,333
IKEA00440,IVAR,Bookshelf,43616,Minimalist design suitable for modern homes.,Ola Wihlborg,99,209,181,"Grey, White, Brown",True,4.2,41
IKEA00441,KALLAX,Desk,43474,Minimalist design suitable for modern homes.,IKEA Design Team,79,193,45,"Beige, Grey, Green",False,4.6,411
IKEA00442,BRIMNES,Sofa,40930,Durable furniture with practical storage space.,Ola Wihlborg,25,217,48,"Grey, White, Black",True,3.2,123
IKEA00443,MICKE,Bookshelf,12915,Compact furniture suitable for small apartments.,Ola Wihlborg,51,175,190,"Brown, Grey, Beige",False,4.5,397
IKEA00444,ALEX,TV Unit,23958,Space-saving furniture with easy assembly.,Monika Mulder,74,56,72,"Brown, Grey, Oak",True,4.3,278
IKEA00445,POANG,Storage,23588,Durable furniture with practical storage space.,Ola Wihlborg,61,125,135,"Blue, Green, Beige",True,4.2,293
IKEA00446,MICKE,Desk,25079,Simple design with clean Scandinavian lines.,Ola Wihlborg,52,122,145,"Green, Oak, White",True,5.0,310
IKEA00447,KALLAX,Cabinet,9351,Durable furniture with practical storage space.,IKEA Design Team,58,86,84,"Beige, White, Green",True,4.8,266
IKEA00448,MICKE,TV Unit,37960,Compact furniture suitable for small apartments.,IKEA Design Team,24,147,121,"Brown, Black, Green",True,4.8,132
IKEA00449,HEMNES,Bed,20179,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,71,175,85,"Black, Beige, Brown",False,3.3,427
IKEA00450,BRIMNES,TV Unit,6748,Affordable and stylish furniture for everyday use.,Henrik Preutz,24,217,177,"Blue, White, Green",True,3.7,423
IKEA00451,PAX,Bookshelf,8398,Simple design with clean Scandinavian lines.,Jon Karlsson,97,32,192,"Blue, White, Brown",True,3.6,294
IKEA00452,MALM,Wardrobe,33424,Space-saving furniture with easy assembly.,Jon Karlsson,39,42,130,"Green, Blue, Grey",True,3.4,153
IKEA00453,TROFAST,Bookshelf,10199,Compact furniture suitable for small apartments.,Henrik Preutz,30,151,176,"White, Grey, Oak",True,3.2,261
IKEA00454,PAX,Table,9337,Minimalist design suitable for modern homes.,Ola Wihlborg,45,154,131,"Oak, Grey, Blue",True,3.5,141
IKEA00455,TROFAST,Bookshelf,21694,Space-saving furniture with easy assembly.,Ola Wihlborg,31,58,135,"Blue, Brown, Green",True,3.6,309
IKEA00456,ALEX,Sofa,20475,Compact furniture suitable for small apartments.,Henrik Preutz,98,143,189,"Brown, Oak, White",True,3.4,196
IKEA00457,MALM,Chair,7863,Space-saving furniture with easy assembly.,IKEA Design Team,51,188,67,"Grey, White, Brown",True,3.6,246
IKEA00458,KALLAX,Wardrobe,14196,Space-saving furniture with easy assembly.,Ola Wihlborg,47,82,169,"Grey, Green, Oak",True,4.4,347
IKEA00459,KALLAX,Bookshelf,38706,Space-saving furniture with easy assembly.,Ola Wihlborg,25,95,73,"White, Brown, Black",True,3.1,340
IKEA00460,KALLAX,Chair,25969,Space-saving furniture with easy assembly.,Henrik Preutz,66,57,34,"Grey, Blue, Beige",False,3.5,199
IKEA00461,MICKE,Chair,21172,Minimalist design suitable for modern homes.,Ola Wihlborg,88,52,77,"Oak, Grey, Green",True,3.1,477
IKEA00462,MICKE,Bed,22359,Minimalist design suitable for modern homes.,Monika Mulder,40,34,118,"Beige, Brown, Green",True,3.5,261
IKEA00463,LACK,Sofa,41510,Durable furniture with practical storage space.,Monika Mulder,23,172,101,"Oak, Black, Brown",False,4.3,49
IKEA00464,BRIMNES,Bookshelf,34624,Space-saving furniture with easy assembly.,Ola Wihlborg,100,205,88,"Blue, Black, Grey",True,3.9,164
IKEA00465,POANG,Wardrobe,29935,Affordable and stylish furniture for everyday use.,Jon Karlsson,46,197,65,"Oak, Blue, Black",True,4.4,465
IKEA00466,MICKE,Table,28683,Simple design with clean Scandinavian lines.,Jon Karlsson,92,70,111,"Black, Grey, Blue",True,3.4,434
IKEA00467,MALM,Sofa,21384,Minimalist design suitable for modern homes.,Monika Mulder,58,143,193,"Grey, Black, Blue",True,3.3,18
IKEA00468,TROFAST,TV Unit,40931,Durable furniture with practical storage space.,Ola Wihlborg,92,186,89,"Oak, Black, Beige",True,3.7,357
IKEA00469,TROFAST,Storage,9286,Affordable and stylish furniture for everyday use.,Ola Wihlborg,80,212,196,"Beige, Black, Oak",False,3.9,88
IKEA00470,HEMNES,Desk,2611,Minimalist design suitable for modern homes.,IKEA Design Team,54,135,86,"Oak, Blue, Black",True,3.4,493
IKEA00471,EKET,TV Unit,32607,Space-saving furniture with easy assembly.,Henrik Preutz,78,93,139,"Blue, Green, White",False,4.4,206
IKEA00472,POANG,TV Unit,39414,Affordable and stylish furniture for everyday use.,Ola Wihlborg,24,163,57,"Green, Oak, White",True,4.0,207
IKEA00473,BRIMNES,Sofa,37048,Minimalist design suitable for modern homes.,Ola Wihlborg,100,42,78,"Grey, Oak, Blue",True,4.5,151
IKEA00474,EKET,Table,28185,Durable furniture with practical storage space.,Ola Wihlborg,26,206,162,"Brown, Oak, Beige",False,3.2,261
IKEA00475,BILLY,Table,38866,Space-saving furniture with easy assembly.,Ola Wihlborg,37,130,135,"Beige, Oak, White",True,3.9,464
IKEA00476,BRIMNES,Desk,30297,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,61,207,196,"Brown, Beige, Blue",True,3.2,366
IKEA00477,EKET,Dining Furniture,24284,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,69,216,160,"Brown, Oak, Grey",False,3.1,92
IKEA00478,BESTA,TV Unit,43721,Simple design with clean Scandinavian lines.,Jon Karlsson,40,67,75,"White, Oak, Brown",True,4.5,497
IKEA00479,EKET,Bed,41554,Compact furniture suitable for small apartments.,IKEA Design Team,36,81,30,"Grey, White, Oak",False,4.7,283
IKEA00480,TROFAST,Sofa,40343,Minimalist design suitable for modern homes.,Jon Karlsson,47,180,198,"Green, Oak, Blue",False,3.2,312
IKEA00481,KALLAX,Desk,36369,Durable furniture with practical storage space.,Ola Wihlborg,100,172,83,"White, Black, Blue",True,4.3,23
IKEA00482,MALM,Sofa,44211,Affordable and stylish furniture for everyday use.,Ola Wihlborg,58,114,52,"White, Green, Oak",True,3.3,150
IKEA00483,POANG,Dining Furniture,45818,Space-saving furniture with easy assembly.,Ola Wihlborg,93,173,75,"Green, Beige, Grey",True,4.9,52
IKEA00484,TROFAST,Bed,21655,Durable furniture with practical storage space.,Monika Mulder,28,139,170,"Black, Brown, Oak",True,3.2,445
IKEA00485,LACK,Wardrobe,35039,Minimalist design suitable for modern homes.,Ola Wihlborg,46,208,83,"White, Green, Grey",True,4.0,357
IKEA00486,POANG,Bed,28486,Affordable and stylish furniture for everyday use.,Henrik Preutz,53,164,177,"Beige, Black, Grey",False,4.0,328
IKEA00487,EKET,Storage,12289,Affordable and stylish furniture for everyday use.,Jon Karlsson,57,79,30,"Black, White, Oak",True,4.5,111
IKEA00488,TROFAST,TV Unit,27672,Minimalist design suitable for modern homes.,IKEA Design Team,62,119,173,"Oak, White, Beige",True,4.4,135
IKEA00489,TROFAST,Chair,20669,Durable furniture with practical storage space.,Ola Wihlborg,90,112,31,"Black, Beige, Brown",True,3.8,296
IKEA00490,POANG,Sofa,12009,Compact furniture suitable for small apartments.,Henrik Preutz,63,202,152,"Green, Blue, White",True,4.0,326
IKEA00491,EKET,Cabinet,22460,Minimalist design suitable for modern homes.,Monika Mulder,27,163,106,"Beige, Grey, Blue",True,3.4,355
IKEA00492,BESTA,Wardrobe,4838,Compact furniture suitable for small apartments.,Henrik Preutz,23,116,126,"Brown, Grey, Blue",False,3.4,64
IKEA00493,IVAR,Bed,46719,Simple design with clean Scandinavian lines.,Henrik Preutz,24,99,135,"Black, Oak, Green",True,3.9,491
IKEA00494,LACK,Desk,34911,Durable furniture with practical storage space.,Jon Karlsson,34,125,39,"Oak, White, Green",True,4.6,468
IKEA00495,MICKE,Table,12964,Durable furniture with practical storage space.,Monika Mulder,87,109,113,"Brown, Blue, White",True,3.4,23
IKEA00496,EKET,Bookshelf,47270,Simple design with clean Scandinavian lines.,Ola Wihlborg,34,31,109,"White, Beige, Grey",True,3.7,460
IKEA00497,KALLAX,Chair,34615,Simple design with clean Scandinavian lines.,Henrik Preutz,22,177,109,"Oak, Brown, Black",True,3.6,277
IKEA00498,BESTA,Storage,44481,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,39,70,100,"Black, White, Grey",True,3.4,184
IKEA00499,MICKE,Wardrobe,18262,Compact furniture suitable for small apartments.,Henrik Preutz,93,92,73,"Black, Brown, Grey",True,4.1,30
IKEA00500,MALM,Sofa,31349,Space-saving furniture with easy assembly.,IKEA Design Team,33,128,43,"Black, Oak, Blue",True,4.4,461
IKEA00501,POANG,Dining Furniture,45727,Space-saving furniture with easy assembly.,Monika Mulder,98,121,109,"Beige, Blue, Black",True,4.9,391
IKEA00502,TROFAST,Storage,37709,Compact furniture suitable for small apartments.,IKEA Design Team,79,54,146,"Grey, Beige, Blue",False,3.9,490
IKEA00503,HEMNES,Table,40930,Durable furniture with practical storage space.,Henrik Preutz,70,76,200,"Beige, Blue, Brown",False,4.0,38
IKEA00504,EKET,Chair,23531,Minimalist design suitable for modern homes.,Monika Mulder,41,102,119,"Brown, Grey, White",False,4.6,412
IKEA00505,BILLY,Wardrobe,36946,Space-saving furniture with easy assembly.,IKEA Design Team,58,166,148,"Blue, Grey, Oak",True,4.2,285
IKEA00506,MALM,Storage,25652,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,46,207,181,"Blue, Green, Oak",True,4.1,125
IKEA00507,MALM,Dining Furniture,44382,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,82,59,181,"Green, Brown, Grey",True,4.6,95
IKEA00508,LACK,Bookshelf,5060,Affordable and stylish furniture for everyday use.,IKEA Design Team,96,127,113,"Green, Beige, Blue",True,3.2,423
IKEA00509,MALM,TV Unit,49977,Space-saving furniture with easy assembly.,IKEA Design Team,38,199,68,"Green, Grey, Brown",False,4.2,233
IKEA00510,HEMNES,Desk,45162,Durable furniture with practical storage space.,Henrik Preutz,92,203,107,"Blue, Beige, Brown",True,4.2,318
IKEA00511,MICKE,Bookshelf,8858,Simple design with clean Scandinavian lines.,Henrik Preutz,27,124,170,"White, Green, Beige",True,3.2,149
IKEA00512,IVAR,Sofa,15915,Minimalist design suitable for modern homes.,Ola Wihlborg,70,190,111,"Blue, Oak, Green",False,4.1,344
IKEA00513,MALM,Storage,9613,Compact furniture suitable for small apartments.,Ola Wihlborg,69,122,136,"Brown, Green, Beige",True,3.3,41
IKEA00514,ALEX,Sofa,9935,Space-saving furniture with easy assembly.,Monika Mulder,75,64,51,"Brown, Beige, Oak",False,4.8,361
IKEA00515,POANG,Bookshelf,41344,Compact furniture suitable for small apartments.,Monika Mulder,85,138,171,"Green, Oak, Brown",True,3.4,314
IKEA00516,KALLAX,TV Unit,33146,Simple design with clean Scandinavian lines.,Jon Karlsson,84,98,135,"Beige, White, Blue",False,4.4,62
IKEA00517,POANG,Storage,45751,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,87,101,149,"Black, Grey, Blue",True,3.5,327
IKEA00518,BRIMNES,Dining Furniture,44324,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,94,109,186,"White, Brown, Grey",True,3.9,267
IKEA00519,EKET,TV Unit,48590,Durable furniture with practical storage space.,Monika Mulder,65,105,104,"Brown, White, Beige",True,4.5,293
IKEA00520,LACK,Sofa,41740,Minimalist design suitable for modern homes.,Ola Wihlborg,41,176,43,"Grey, Blue, Beige",True,3.6,47
IKEA00521,MALM,Cabinet,5536,Simple design with clean Scandinavian lines.,Henrik Preutz,52,63,187,"Grey, Brown, Blue",True,4.5,314
IKEA00522,MALM,TV Unit,48927,Compact furniture suitable for small apartments.,Monika Mulder,67,74,96,"Oak, Green, Black",True,3.7,48
IKEA00523,MALM,TV Unit,10601,Simple design with clean Scandinavian lines.,Monika Mulder,72,128,90,"Green, Beige, Blue",True,3.4,380
IKEA00524,IVAR,Wardrobe,4059,Space-saving furniture with easy assembly.,Henrik Preutz,34,43,72,"Green, Oak, Blue",True,4.0,490
IKEA00525,TROFAST,Cabinet,15812,Minimalist design suitable for modern homes.,Monika Mulder,80,97,67,"Blue, White, Brown",False,3.8,166
IKEA00526,MICKE,Dining Furniture,3187,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,65,140,186,"Grey, Brown, Blue",True,4.6,135
IKEA00527,ALEX,TV Unit,26133,Minimalist design suitable for modern homes.,Jon Karlsson,95,79,163,"Beige, Green, Blue",True,3.6,10
IKEA00528,ALEX,Sofa,4952,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,32,164,56,"Green, Brown, Black",True,3.5,22
IKEA00529,KALLAX,TV Unit,6524,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,47,183,193,"Black, Beige, White",True,4.7,71
IKEA00530,PAX,Dining Furniture,42960,Affordable and stylish furniture for everyday use.,Jon Karlsson,34,208,77,"Grey, Brown, Oak",True,4.3,477
IKEA00531,LACK,Bookshelf,45864,Space-saving furniture with easy assembly.,Henrik Preutz,52,71,48,"Grey, Blue, White",False,3.8,35
IKEA00532,LACK,Bed,12159,Minimalist design suitable for modern homes.,IKEA Design Team,82,81,186,"Blue, Black, Beige",False,3.2,281
IKEA00533,TROFAST,Bookshelf,14811,Affordable and stylish furniture for everyday use.,IKEA Design Team,76,213,96,"Black, White, Blue",True,4.1,133
IKEA00534,TROFAST,Storage,1728,Minimalist design suitable for modern homes.,Jon Karlsson,20,39,200,"Blue, Brown, Black",True,4.8,299
IKEA00535,KALLAX,Cabinet,46872,Simple design with clean Scandinavian lines.,Monika Mulder,81,141,133,"Black, Grey, Green",True,3.8,357
IKEA00536,IVAR,Storage,8442,Affordable and stylish furniture for everyday use.,Ola Wihlborg,65,115,107,"Blue, White, Beige",True,3.7,441
IKEA00537,BESTA,Chair,30621,Simple design with clean Scandinavian lines.,Henrik Preutz,45,75,171,"White, Oak, Beige",True,3.6,204
IKEA00538,BILLY,Dining Furniture,45642,Durable furniture with practical storage space.,Monika Mulder,30,191,142,"Oak, Black, White",True,3.1,308
IKEA00539,HEMNES,Storage,25977,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,59,157,166,"Green, White, Blue",True,3.1,408
IKEA00540,BRIMNES,Sofa,27074,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,86,147,167,"Brown, Beige, Grey",True,4.8,23
IKEA00541,BRIMNES,Table,32539,Space-saving furniture with easy assembly.,IKEA Design Team,80,188,41,"Oak, Beige, Blue",True,3.0,328
IKEA00542,KALLAX,Bed,6875,Minimalist design suitable for modern homes.,Ola Wihlborg,41,181,46,"Black, White, Oak",True,3.1,108
IKEA00543,PAX,Wardrobe,48859,Space-saving furniture with easy assembly.,Monika Mulder,61,60,177,"Brown, Green, Black",True,4.2,176
IKEA00544,BILLY,Chair,18448,Compact furniture suitable for small apartments.,Monika Mulder,41,208,124,"Brown, Oak, Black",True,3.3,410
IKEA00545,IVAR,Dining Furniture,40635,Minimalist design suitable for modern homes.,Jon Karlsson,22,154,50,"White, Green, Black",True,4.4,308
IKEA00546,LACK,Bookshelf,45948,Simple design with clean Scandinavian lines.,Monika Mulder,36,82,66,"Grey, Green, Oak",False,3.5,94
IKEA00547,POANG,Sofa,39576,Compact furniture suitable for small apartments.,Monika Mulder,98,52,190,"Grey, Brown, Oak",True,4.1,103
IKEA00548,BILLY,Cabinet,6769,Affordable and stylish furniture for everyday use.,Henrik Preutz,89,159,86,"Green, Blue, Beige",True,3.6,104
IKEA00549,BILLY,Table,45407,Simple design with clean Scandinavian lines.,Monika Mulder,83,75,70,"White, Green, Beige",True,3.6,227
IKEA00550,LACK,Wardrobe,40922,Simple design with clean Scandinavian lines.,Monika Mulder,25,56,43,"Brown, Black, White",False,4.0,41
IKEA00551,HEMNES,Storage,39342,Affordable and stylish furniture for everyday use.,Henrik Preutz,73,80,113,"Oak, Blue, White",True,3.5,126
IKEA00552,BRIMNES,Bookshelf,13603,Minimalist design suitable for modern homes.,Jon Karlsson,29,150,179,"Green, White, Oak",True,3.4,317
IKEA00553,EKET,Table,25883,Durable furniture with practical storage space.,Jon Karlsson,78,214,79,"Beige, Brown, Black",True,3.3,359
IKEA00554,POANG,Sofa,18888,Compact furniture suitable for small apartments.,IKEA Design Team,79,147,137,"Brown, Blue, Green",True,4.8,314
IKEA00555,MALM,Dining Furniture,40576,Compact furniture suitable for small apartments.,Ola Wihlborg,90,88,52,"Blue, Green, Grey",False,4.7,115
IKEA00556,POANG,Storage,30826,Durable furniture with practical storage space.,IKEA Design Team,74,218,93,"Oak, Brown, Green",True,4.8,307
IKEA00557,MALM,TV Unit,831,Minimalist design suitable for modern homes.,IKEA Design Team,25,150,159,"White, Oak, Grey",False,4.0,413
IKEA00558,BRIMNES,Chair,30150,Minimalist design suitable for modern homes.,Jon Karlsson,30,172,33,"Blue, Black, Green",True,3.6,336
IKEA00559,BILLY,Sofa,31942,Space-saving furniture with easy assembly.,Henrik Preutz,40,210,147,"White, Oak, Blue",True,4.7,212
IKEA00560,MALM,Wardrobe,41577,Minimalist design suitable for modern homes.,IKEA Design Team,100,48,128,"Beige, Grey, White",True,3.9,143
IKEA00561,BRIMNES,TV Unit,36048,Affordable and stylish furniture for everyday use.,Jon Karlsson,30,188,115,"White, Grey, Beige",True,4.8,61
IKEA00562,PAX,Wardrobe,30996,Affordable and stylish furniture for everyday use.,IKEA Design Team,66,123,74,"Black, Grey, Beige",True,3.3,176
IKEA00563,HEMNES,Cabinet,7941,Space-saving furniture with easy assembly.,Monika Mulder,94,209,83,"Oak, Brown, Blue",True,4.0,221
IKEA00564,LACK,Sofa,4651,Durable furniture with practical storage space.,Henrik Preutz,77,154,158,"Black, Oak, Beige",True,3.9,193
IKEA00565,TROFAST,Dining Furniture,45930,Simple design with clean Scandinavian lines.,IKEA Design Team,44,147,52,"Black, Oak, Green",True,4.9,44
IKEA00566,BILLY,Table,18583,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,83,68,82,"White, Brown, Oak",True,3.9,220
IKEA00567,EKET,Dining Furniture,1906,Durable furniture with practical storage space.,Jon Karlsson,28,35,89,"Beige, Oak, Grey",True,4.3,407
IKEA00568,BESTA,Storage,39385,Space-saving furniture with easy assembly.,Ola Wihlborg,90,143,147,"Grey, Green, Black",True,3.3,138
IKEA00569,HEMNES,Storage,24871,Durable furniture with practical storage space.,IKEA Design Team,38,120,102,"Green, Black, Grey",True,4.4,151
IKEA00570,MALM,Table,46905,Space-saving furniture with easy assembly.,Jon Karlsson,40,90,59,"White, Brown, Grey",True,3.9,194
IKEA00571,MALM,Desk,37362,Space-saving furniture with easy assembly.,IKEA Design Team,60,118,67,"Beige, Oak, Grey",True,4.1,67
IKEA00572,KALLAX,Bookshelf,33228,Simple design with clean Scandinavian lines.,Jon Karlsson,78,111,69,"White, Beige, Grey",True,4.3,156
IKEA00573,EKET,Bed,49923,Affordable and stylish furniture for everyday use.,Jon Karlsson,92,216,143,"Beige, Green, White",False,4.8,76
IKEA00574,ALEX,Cabinet,8158,Durable furniture with practical storage space.,IKEA Design Team,71,188,86,"Green, Brown, White",True,3.1,333
IKEA00575,HEMNES,TV Unit,34999,Compact furniture suitable for small apartments.,Henrik Preutz,45,35,51,"Green, Beige, Blue",True,5.0,206
IKEA00576,HEMNES,Storage,21323,Affordable and stylish furniture for everyday use.,Ola Wihlborg,85,44,200,"Beige, Oak, Black",False,3.7,195
IKEA00577,KALLAX,Bed,23103,Durable furniture with practical storage space.,Henrik Preutz,77,173,52,"Oak, Beige, Green",False,4.6,152
IKEA00578,MALM,Bookshelf,48248,Minimalist design suitable for modern homes.,Jon Karlsson,95,183,52,"Brown, Black, Green",False,5.0,273
IKEA00579,BESTA,Chair,39209,Simple design with clean Scandinavian lines.,Monika Mulder,31,31,134,"Grey, Oak, Black",False,4.4,391
IKEA00580,MALM,Desk,12689,Simple design with clean Scandinavian lines.,Monika Mulder,57,171,155,"White, Blue, Brown",True,4.0,383
