item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count,content
IKEA00616,MALM,Dining Furniture,20177,Simple design with clean Scandinavian lines.,Monika Mulder,72,111,46,"Oak, Blue, Green",True,4.6,335,Product Name: MALM. Category: Dining Furniture. Price: 20177. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 46cm width x 72cm depth x 111cm height.
IKEA00617,MALM,Bed,45512,Affordable and stylish furniture for everyday use.,Jon Karlsson,71,91,59,"Brown, Black, White",True,4.6,163,Product Name: MALM. Category: Bed. Price: 45512. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 59cm width x 71cm depth x 91cm height.
IKEA00618,EKET,Storage,37187,Minimalist design suitable for modern homes.,Monika Mulder,24,81,70,"Grey, Black, White",True,4.6,147,Product Name: EKET. Category: Storage. Price: 37187. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 70cm width x 24cm depth x 81cm height.
IKEA00619,ALEX,Cabinet,12032,Space-saving furniture with easy assembly.,IKEA Design Team,82,35,44,"Black, Brown, Grey",True,4.7,466,Product Name: ALEX. Category: Cabinet. Price: 12032. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 44cm width x 82cm depth x 35cm height.
IKEA00620,PAX,Wardrobe,44517,Space-saving furniture with easy assembly.,IKEA Design Team,70,215,65,"Oak, White, Grey",True,4.0,429,Product Name: PAX. Category: Wardrobe. Price: 44517. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 65cm width x 70cm depth x 215cm height.
IKEA00621,POANG,Cabinet,17001,Minimalist design suitable for modern homes.,IKEA Design Team,50,183,61,"Beige, Brown, Grey",False,4.6,385,Product Name: POANG. Category: Cabinet. Price: 17001. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 61cm width x 50cm depth x 183cm height.
IKEA00622,HEMNES,Bookshelf,14786,Compact furniture suitable for small apartments.,IKEA Design Team,42,84,100,"Green, Oak, Brown",True,4.0,196,Product Name: HEMNES. Category: Bookshelf. Price: 14786. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 100cm width x 42cm depth x 84cm height.
IKEA00623,BRIMNES,Chair,21240,Affordable and stylish furniture for everyday use.,Monika Mulder,80,204,93,"Grey, Blue, Black",True,4.0,193,Product Name: BRIMNES. Category: Chair. Price: 21240. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 93cm width x 80cm depth x 204cm height.
IKEA00624,IVAR,Bed,1880,Space-saving furniture with easy assembly.,Ola Wihlborg,24,219,199,"White, Beige, Blue",True,3.5,201,Product Name: IVAR. Category: Bed. Price: 1880. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 199cm width x 24cm depth x 219cm height.
IKEA00625,LACK,Dining Furniture,46414,Durable furniture with practical storage space.,IKEA Design Team,88,90,143,"Blue, White, Oak",True,3.6,484,Product Name: LACK. Category: Dining Furniture. Price: 46414. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 143cm width x 88cm depth x 90cm height.
IKEA00626,IVAR,Desk,19990,Compact furniture suitable for small apartments.,Jon Karlsson,76,191,111,"Blue, Green, White",True,4.7,426,Product Name: IVAR. Category: Desk. Price: 19990. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 111cm width x 76cm depth x 191cm height.
IKEA00627,TROFAST,Storage,31372,Space-saving furniture with easy assembly.,Monika Mulder,62,213,138,"Black, Blue, Green",True,4.0,185,Product Name: TROFAST. Category: Storage. Price: 31372. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 138cm width x 62cm depth x 213cm height.
IKEA00628,PAX,TV Unit,48289,Simple design with clean Scandinavian lines.,Ola Wihlborg,61,146,37,"White, Beige, Blue",True,4.3,410,Product Name: PAX. Category: TV Unit. Price: 48289. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 37cm width x 61cm depth x 146cm height.
IKEA00629,ALEX,Table,700,Minimalist design suitable for modern homes.,Jon Karlsson,100,108,110,"Black, White, Green",True,4.0,398,Product Name: ALEX. Category: Table. Price: 700. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 110cm width x 100cm depth x 108cm height.
IKEA00630,IVAR,Dining Furniture,9024,Simple design with clean Scandinavian lines.,Ola Wihlborg,72,111,145,"Green, Blue, Beige",True,3.5,356,Product Name: IVAR. Category: Dining Furniture. Price: 9024. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 145cm width x 72cm depth x 111cm height.
IKEA00631,POANG,Wardrobe,18966,Compact furniture suitable for small apartments.,IKEA Design Team,73,124,76,"Blue, Oak, Grey",True,3.0,16,Product Name: POANG. Category: Wardrobe. Price: 18966. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 76cm width x 73cm depth x 124cm height.
IKEA00632,MICKE,Dining Furniture,40607,Space-saving furniture with easy assembly.,Jon Karlsson,31,148,80,"Grey, Beige, Black",True,3.8,224,Product Name: MICKE. Category: Dining Furniture. Price: 40607. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 80cm width x 31cm depth x 148cm height.
IKEA00633,POANG,Bed,10280,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,41,175,60,"White, Beige, Grey",False,4.5,480,Product Name: POANG. Category: Bed. Price: 10280. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 60cm width x 41cm depth x 175cm height.
IKEA00634,EKET,Dining Furniture,32883,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,46,78,98,"Grey, Beige, Oak",False,3.3,443,Product Name: EKET. Category: Dining Furniture. Price: 32883. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 98cm width x 46cm depth x 78cm height.
IKEA00635,HEMNES,TV Unit,14626,Simple design with clean Scandinavian lines.,Henrik Preutz,44,137,76,"Blue, Green, Black",True,3.6,139,Product Name: HEMNES. Category: TV Unit. Price: 14626. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 76cm width x 44cm depth x 137cm height.
IKEA00636,HEMNES,TV Unit,30054,Compact furniture suitable for small apartments.,Henrik Preutz,94,205,195,"Green, White, Blue",False,3.3,170,Product Name: HEMNES. Category: TV Unit. Price: 30054. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 195cm width x 94cm depth x 205cm height.
IKEA00637,BRIMNES,Bookshelf,45512,Compact furniture suitable for small apartments.,Monika Mulder,74,218,182,"Grey, White, Blue",True,3.1,481,Product Name: BRIMNES. Category: Bookshelf. Price: 45512. Description: Compact furniture suitable for small apartments.. Designer: Monika Mulder. Dimensions: 182cm width x 74cm depth x 218cm height.
IKEA00638,HEMNES,Storage,23718,Affordable and stylish furniture for everyday use.,Ola Wihlborg,25,31,94,"Blue, Brown, Oak",True,3.3,461,Product Name: HEMNES. Category: Storage. Price: 23718. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 94cm width x 25cm depth x 31cm height.
IKEA00639,MICKE,Sofa,38541,Compact furniture suitable for small apartments.,Henrik Preutz,41,158,156,"Beige, Oak, Black",True,3.6,276,Product Name: MICKE. Category: Sofa. Price: 38541. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 156cm width x 41cm depth x 158cm height.
IKEA00640,PAX,Table,17564,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,25,62,157,"Grey, Beige, Brown",False,3.6,453,Product Name: PAX. Category: Table. Price: 17564. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 157cm width x 25cm depth x 62cm height.
IKEA00641,LACK,TV Unit,17784,Affordable and stylish furniture for everyday use.,Henrik Preutz,75,72,110,"Green, Blue, Black",False,3.1,81,Product Name: LACK. Category: TV Unit. Price: 17784. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 110cm width x 75cm depth x 72cm height.
IKEA00642,KALLAX,Desk,12501,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,53,71,149,"Blue, White, Oak",True,3.9,368,Product Name: KALLAX. Category: Desk. Price: 12501. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 149cm width x 53cm depth x 71cm height.
IKEA00643,MICKE,Storage,30498,Minimalist design suitable for modern homes.,IKEA Design Team,38,61,119,"Black, Green, Brown",True,4.7,388,Product Name: MICKE. Category: Storage. Price: 30498. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 119cm width x 38cm depth x 61cm height.
IKEA00644,MICKE,Bed,37411,Space-saving furniture with easy assembly.,Ola Wihlborg,47,179,31,"Brown, Oak, White",True,4.5,351,Product Name: MICKE. Category: Bed. Price: 37411. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 31cm width x 47cm depth x 179cm height.
IKEA00645,BILLY,Wardrobe,2200,Durable furniture with practical storage space.,IKEA Design Team,70,125,181,"Black, Blue, Brown",True,3.1,240,Product Name: BILLY. Category: Wardrobe. Price: 2200. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 181cm width x 70cm depth x 125cm height.
IKEA00646,IVAR,Dining Furniture,31946,Minimalist design suitable for modern homes.,Henrik Preutz,96,198,31,"Beige, White, Green",False,3.6,379,Product Name: IVAR. Category: Dining Furniture. Price: 31946. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 31cm width x 96cm depth x 198cm height.
IKEA00647,BRIMNES,TV Unit,8974,Compact furniture suitable for small apartments.,IKEA Design Team,56,112,44,"Black, Grey, Blue",False,3.2,135,Product Name: BRIMNES. Category: TV Unit. Price: 8974. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 44cm width x 56cm depth x 112cm height.
IKEA00648,MALM,Desk,26642,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,46,71,129,"Blue, Brown, Beige",True,3.2,256,Product Name: MALM. Category: Desk. Price: 26642. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 129cm width x 46cm depth x 71cm height.
IKEA00649,TROFAST,Bookshelf,48726,Simple design with clean Scandinavian lines.,Henrik Preutz,97,63,121,"Black, Blue, Brown",True,4.0,458,Product Name: TROFAST. Category: Bookshelf. Price: 48726. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 121cm width x 97cm depth x 63cm height.
IKEA00650,PAX,Storage,18094,Affordable and stylish furniture for everyday use.,Ola Wihlborg,74,53,138,"Beige, Grey, Black",False,4.3,52,Product Name: PAX. Category: Storage. Price: 18094. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 138cm width x 74cm depth x 53cm height.
IKEA00651,KALLAX,Cabinet,22895,Minimalist design suitable for modern homes.,Jon Karlsson,39,156,164,"Black, Brown, Oak",False,3.2,415,Product Name: KALLAX. Category: Cabinet. Price: 22895. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 164cm width x 39cm depth x 156cm height.
IKEA00652,EKET,Bed,10238,Compact furniture suitable for small apartments.,Henrik Preutz,51,163,139,"Grey, Green, White",True,4.8,267,Product Name: EKET. Category: Bed. Price: 10238. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 139cm width x 51cm depth x 163cm height.
IKEA00653,BILLY,Cabinet,28346,Minimalist design suitable for modern homes.,IKEA Design Team,79,199,175,"Grey, Brown, Blue",True,4.5,13,Product Name: BILLY. Category: Cabinet. Price: 28346. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 175cm width x 79cm depth x 199cm height.
IKEA00654,BILLY,Dining Furniture,30834,Compact furniture suitable for small apartments.,Jon Karlsson,70,41,51,"Blue, Beige, Brown",True,4.2,237,Product Name: BILLY. Category: Dining Furniture. Price: 30834. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 51cm width x 70cm depth x 41cm height.
IKEA00655,TROFAST,Dining Furniture,29986,Affordable and stylish furniture for everyday use.,Henrik Preutz,63,77,84,"Brown, White, Beige",True,4.7,59,Product Name: TROFAST. Category: Dining Furniture. Price: 29986. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 84cm width x 63cm depth x 77cm height.
IKEA00656,PAX,Cabinet,1673,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,34,33,73,"Green, Oak, Beige",False,4.7,499,Product Name: PAX. Category: Cabinet. Price: 1673. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 73cm width x 34cm depth x 33cm height.
IKEA00657,BRIMNES,TV Unit,48072,Minimalist design suitable for modern homes.,Henrik Preutz,99,187,122,"Blue, Green, Brown",True,3.3,12,Product Name: BRIMNES. Category: TV Unit. Price: 48072. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 122cm width x 99cm depth x 187cm height.
IKEA00658,HEMNES,Chair,1540,Space-saving furniture with easy assembly.,Jon Karlsson,23,83,153,"Brown, Beige, Black",False,4.7,444,Product Name: HEMNES. Category: Chair. Price: 1540. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 153cm width x 23cm depth x 83cm height.
IKEA00659,TROFAST,Cabinet,13010,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,79,67,151,"Blue, White, Green",True,4.8,383,Product Name: TROFAST. Category: Cabinet. Price: 13010. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 151cm width x 79cm depth x 67cm height.
IKEA00660,BRIMNES,Storage,32287,Minimalist design suitable for modern homes.,IKEA Design Team,77,179,92,"Oak, Brown, Grey",False,3.1,9,Product Name: BRIMNES. Category: Storage. Price: 32287. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 92cm width x 77cm depth x 179cm height.
IKEA00661,BILLY,Dining Furniture,47232,Minimalist design suitable for modern homes.,Monika Mulder,83,218,178,"Grey, White, Oak",False,4.0,307,Product Name: BILLY. Category: Dining Furniture. Price: 47232. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 178cm width x 83cm depth x 218cm height.
IKEA00662,BRIMNES,TV Unit,44976,Simple design with clean Scandinavian lines.,Monika Mulder,49,212,45,"White, Oak, Grey",True,4.1,142,Product Name: BRIMNES. Category: TV Unit. Price: 44976. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 45cm width x 49cm depth x 212cm height.
IKEA00663,ALEX,Bookshelf,31519,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,99,195,118,"Green, Beige, Oak",True,3.3,376,Product Name: ALEX. Category: Bookshelf. Price: 31519. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 118cm width x 99cm depth x 195cm height.
IKEA00664,HEMNES,Storage,23033,Minimalist design suitable for modern homes.,Jon Karlsson,84,86,180,"Beige, Grey, Green",False,3.3,155,Product Name: HEMNES. Category: Storage. Price: 23033. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 180cm width x 84cm depth x 86cm height.
IKEA00665,BRIMNES,Bookshelf,27818,Simple design with clean Scandinavian lines.,Henrik Preutz,80,71,189,"Oak, Brown, Beige",True,4.3,71,Product Name: BRIMNES. Category: Bookshelf. Price: 27818. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 189cm width x 80cm depth x 71cm height.
IKEA00666,MALM,Desk,10743,Affordable and stylish furniture for everyday use.,Monika Mulder,32,136,156,"Grey, Black, Blue",True,5.0,188,Product Name: MALM. Category: Desk. Price: 10743. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 156cm width x 32cm depth x 136cm height.
IKEA00667,LACK,Wardrobe,44862,Compact furniture suitable for small apartments.,Jon Karlsson,84,38,46,"Beige, Oak, White",True,3.2,119,Product Name: LACK. Category: Wardrobe. Price: 44862. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 46cm width x 84cm depth x 38cm height.
IKEA00668,EKET,Bed,22802,Simple design with clean Scandinavian lines.,Henrik Preutz,25,172,98,"Brown, Blue, Beige",True,4.4,479,Product Name: EKET. Category: Bed. Price: 22802. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 98cm width x 25cm depth x 172cm height.
IKEA00669,EKET,Storage,7768,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,98,56,173,"White, Grey, Green",True,4.3,450,Product Name: EKET. Category: Storage. Price: 7768. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 173cm width x 98cm depth x 56cm height.
IKEA00670,HEMNES,Wardrobe,10790,Space-saving furniture with easy assembly.,Henrik Preutz,76,159,157,"Black, Green, Beige",True,3.7,75,Product Name: HEMNES. Category: Wardrobe. Price: 10790. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 157cm width x 76cm depth x 159cm height.
IKEA00671,BILLY,Desk,29276,Minimalist design suitable for modern homes.,IKEA Design Team,51,151,117,"Grey, Green, Black",True,3.5,371,Product Name: BILLY. Category: Desk. Price: 29276. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 117cm width x 51cm depth x 151cm height.
IKEA00672,TROFAST,Bookshelf,24134,Space-saving furniture with easy assembly.,Jon Karlsson,39,165,137,"Oak, Black, Green",False,4.8,464,Product Name: TROFAST. Category: Bookshelf. Price: 24134. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 137cm width x 39cm depth x 165cm height.
IKEA00673,EKET,Cabinet,45207,Durable furniture with practical storage space.,IKEA Design Team,76,67,32,"Black, White, Brown",True,3.8,400,Product Name: EKET. Category: Cabinet. Price: 45207. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 32cm width x 76cm depth x 67cm height.
IKEA00674,MALM,Bookshelf,4527,Minimalist design suitable for modern homes.,IKEA Design Team,39,177,44,"Grey, Oak, Blue",True,4.4,165,Product Name: MALM. Category: Bookshelf. Price: 4527. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 44cm width x 39cm depth x 177cm height.
IKEA00675,BESTA,Sofa,18834,Affordable and stylish furniture for everyday use.,Ola Wihlborg,38,209,133,"Green, Beige, Black",False,4.4,459,Product Name: BESTA. Category: Sofa. Price: 18834. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 133cm width x 38cm depth x 209cm height.
IKEA00676,TROFAST,Dining Furniture,27008,Simple design with clean Scandinavian lines.,Jon Karlsson,58,51,39,"Beige, Oak, Green",True,4.0,281,Product Name: TROFAST. Category: Dining Furniture. Price: 27008. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 39cm width x 58cm depth x 51cm height.
IKEA00677,LACK,Desk,6582,Affordable and stylish furniture for everyday use.,Ola Wihlborg,59,163,117,"Brown, White, Blue",True,3.5,401,Product Name: LACK. Category: Desk. Price: 6582. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 117cm width x 59cm depth x 163cm height.
IKEA00678,LACK,Bookshelf,33612,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,67,96,190,"Beige, White, Blue",True,3.9,298,Product Name: LACK. Category: Bookshelf. Price: 33612. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 190cm width x 67cm depth x 96cm height.
IKEA00679,BRIMNES,Sofa,30196,Durable furniture with practical storage space.,Jon Karlsson,94,174,190,"Oak, Brown, Blue",True,4.3,422,Product Name: BRIMNES. Category: Sofa. Price: 30196. Description: Durable furniture with practical storage space.. Designer: Jon Karlsson. Dimensions: 190cm width x 94cm depth x 174cm height.
IKEA00680,BRIMNES,TV Unit,44567,Compact furniture suitable for small apartments.,Monika Mulder,86,218,93,"Black, Brown, Grey",True,4.6,189,Product Name: BRIMNES. Category: TV Unit. Price: 44567. Description: Compact furniture suitable for small apartments.. Designer: Monika Mulder. Dimensions: 93cm width x 86cm depth x 218cm height.
IKEA00681,EKET,Chair,10103,Space-saving furniture with easy assembly.,Monika Mulder,72,50,53,"White, Oak, Black",False,3.4,44,Product Name: EKET. Category: Chair. Price: 10103. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 53cm width x 72cm depth x 50cm height.
IKEA00682,BESTA,Dining Furniture,34987,Minimalist design suitable for modern homes.,Ola Wihlborg,91,162,131,"Grey, Green, Oak",False,5.0,357,Product Name: BESTA. Category: Dining Furniture. Price: 34987. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 131cm width x 91cm depth x 162cm height.
IKEA00683,EKET,Bookshelf,11171,Compact furniture suitable for small apartments.,Ola Wihlborg,36,154,147,"Brown, Beige, Grey",True,4.4,238,Product Name: EKET. Category: Bookshelf. Price: 11171. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 147cm width x 36cm depth x 154cm height.
IKEA00684,EKET,Sofa,49421,Compact furniture suitable for small apartments.,Ola Wihlborg,67,60,184,"Blue, White, Green",True,4.1,25,Product Name: EKET. Category: Sofa. Price: 49421. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 184cm width x 67cm depth x 60cm height.
IKEA00685,MICKE,Table,8215,Durable furniture with practical storage space.,Henrik Preutz,67,107,105,"Green, White, Black",True,4.6,220,Product Name: MICKE. Category: Table. Price: 8215. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 105cm width x 67cm depth x 107cm height.
IKEA00686,KALLAX,Bed,19077,Compact furniture suitable for small apartments.,Jon Karlsson,82,30,61,"Beige, White, Blue",False,4.0,163,Product Name: KALLAX. Category: Bed. Price: 19077. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 61cm width x 82cm depth x 30cm height.
IKEA00687,POANG,Storage,22638,Simple design with clean Scandinavian lines.,Monika Mulder,80,214,185,"Brown, Blue, Black",False,4.5,346,Product Name: POANG. Category: Storage. Price: 22638. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 185cm width x 80cm depth x 214cm height.
IKEA00688,EKET,Table,48200,Durable furniture with practical storage space.,IKEA Design Team,99,200,189,"Blue, Oak, Black",False,3.7,28,Product Name: EKET. Category: Table. Price: 48200. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 189cm width x 99cm depth x 200cm height.
IKEA00689,ALEX,Storage,48727,Durable furniture with practical storage space.,IKEA Design Team,41,211,36,"Grey, Green, Beige",True,4.3,48,Product Name: ALEX. Category: Storage. Price: 48727. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 36cm width x 41cm depth x 211cm height.
IKEA00690,HEMNES,TV Unit,36008,Affordable and stylish furniture for everyday use.,IKEA Design Team,92,163,78,"Green, Grey, White",True,4.3,277,Product Name: HEMNES. Category: TV Unit. Price: 36008. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 78cm width x 92cm depth x 163cm height.
IKEA00691,MALM,Sofa,18518,Simple design with clean Scandinavian lines.,Jon Karlsson,51,210,178,"Green, White, Grey",True,3.8,28,Product Name: MALM. Category: Sofa. Price: 18518. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 178cm width x 51cm depth x 210cm height.
IKEA00692,EKET,Sofa,22778,Minimalist design suitable for modern homes.,Jon Karlsson,73,36,165,"Beige, Oak, Brown",True,3.2,55,Product Name: EKET. Category: Sofa. Price: 22778. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 165cm width x 73cm depth x 36cm height.
IKEA00693,MICKE,Table,19199,Compact furniture suitable for small apartments.,Jon Karlsson,52,52,69,"Grey, Oak, Beige",True,3.1,497,Product Name: MICKE. Category: Table. Price: 19199. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 69cm width x 52cm depth x 52cm height.
IKEA00694,BESTA,Table,2279,Space-saving furniture with easy assembly.,IKEA Design Team,58,129,55,"Beige, Black, Oak",True,3.5,487,Product Name: BESTA. Category: Table. Price: 2279. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 55cm width x 58cm depth x 129cm height.
IKEA00695,IVAR,Chair,3898,Compact furniture suitable for small apartments.,Jon Karlsson,96,180,90,"Green, Grey, Blue",False,4.9,142,Product Name: IVAR. Category: Chair. Price: 3898. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 90cm width x 96cm depth x 180cm height.
IKEA00696,KALLAX,Wardrobe,30961,Affordable and stylish furniture for everyday use.,Monika Mulder,28,153,37,"Blue, Beige, Black",True,3.5,498,Product Name: KALLAX. Category: Wardrobe. Price: 30961. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 37cm width x 28cm depth x 153cm height.
IKEA00697,POANG,Dining Furniture,7151,Compact furniture suitable for small apartments.,Ola Wihlborg,36,107,175,"Blue, Oak, White",True,4.6,77,Product Name: POANG. Category: Dining Furniture. Price: 7151. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 175cm width x 36cm depth x 107cm height.
IKEA00698,BESTA,Cabinet,11521,Simple design with clean Scandinavian lines.,Jon Karlsson,88,138,172,"Green, White, Blue",False,4.9,322,Product Name: BESTA. Category: Cabinet. Price: 11521. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 172cm width x 88cm depth x 138cm height.
IKEA00699,LACK,Dining Furniture,11468,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,81,99,183,"Grey, Blue, Beige",False,5.0,436,Product Name: LACK. Category: Dining Furniture. Price: 11468. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 183cm width x 81cm depth x 99cm height.
IKEA00700,ALEX,Desk,38847,Simple design with clean Scandinavian lines.,Ola Wihlborg,56,41,71,"Black, Brown, White",False,4.4,430,Product Name: ALEX. Category: Desk. Price: 38847. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 71cm width x 56cm depth x 41cm height.
IKEA00701,MALM,Cabinet,18813,Minimalist design suitable for modern homes.,Jon Karlsson,98,159,111,"Beige, Green, Brown",False,3.5,344,Product Name: MALM. Category: Cabinet. Price: 18813. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 111cm width x 98cm depth x 159cm height.
IKEA00702,BESTA,Wardrobe,14302,Minimalist design suitable for modern homes.,Ola Wihlborg,62,34,64,"White, Grey, Oak",True,4.8,349,Product Name: BESTA. Category: Wardrobe. Price: 14302. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 64cm width x 62cm depth x 34cm height.
IKEA00703,MALM,Bookshelf,36923,Space-saving furniture with easy assembly.,Monika Mulder,70,167,50,"Black, Grey, White",False,4.3,185,Product Name: MALM. Category: Bookshelf. Price: 36923. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 50cm width x 70cm depth x 167cm height.
IKEA00704,IVAR,Bookshelf,39906,Durable furniture with practical storage space.,Monika Mulder,42,208,32,"Black, Oak, Brown",True,3.9,118,Product Name: IVAR. Category: Bookshelf. Price: 39906. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 32cm width x 42cm depth x 208cm height.
